id,gender,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,is_recid,is_violent_recid,decile_score.1,score_text,v_decile_score,v_score_text,priors_count.1,event,label
6701,1,23,1,0,5,0,0,1,-58,0,0,5,0,6,0,1,0,0
6702,0,38,1,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
6703,1,30,1,0,2,0,0,4,-10,0,0,2,-1,2,-1,4,0,0
6708,1,31,1,0,2,0,0,2,-1,1,0,2,-1,2,-1,2,0,0
6715,0,25,1,0,5,0,0,0,-1,0,0,5,0,4,-1,0,0,0
6721,0,37,1,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
6730,0,31,1,0,6,0,0,0,-1,0,0,6,0,5,0,0,0,0
6733,1,22,1,0,4,0,0,0,-1,0,0,4,-1,6,0,0,0,0
6741,1,21,1,0,4,0,0,1,-1,0,0,4,-1,6,0,1,0,0
6760,1,33,1,0,7,0,0,2,-1,0,0,7,0,7,0,2,0,0
6771,1,53,1,0,7,0,0,4,-4,0,0,7,0,1,-1,4,0,0
6778,1,22,1,1,7,0,0,1,-1,0,0,7,0,6,0,1,0,0
6780,0,34,1,0,1,0,0,1,-1,0,0,1,-1,1,-1,1,0,0
6788,1,61,1,0,3,0,0,12,-1,0,0,3,-1,4,-1,12,0,0
6791,1,57,1,0,1,0,0,3,0,0,0,1,-1,1,-1,3,0,0
6800,1,20,1,0,3,0,0,0,-1,0,0,3,-1,5,0,0,0,0
6809,1,29,1,0,6,0,0,0,0,0,0,6,0,3,-1,0,0,0
6815,1,21,1,0,9,1,0,2,-1,0,0,9,1,7,0,2,0,0
6816,0,29,1,0,2,0,0,0,0,0,0,2,-1,2,-1,0,0,0
6820,1,25,1,0,3,0,0,1,0,0,0,3,-1,4,-1,1,0,0
6829,1,49,1,0,2,0,0,0,0,1,0,2,-1,2,-1,0,1,0
6847,0,28,1,0,7,0,0,4,-1,0,0,7,0,3,-1,4,0,0
6857,0,28,1,0,2,0,0,0,0,0,0,2,-1,2,-1,0,0,0
6862,1,31,1,0,4,0,0,5,-1,1,0,4,-1,3,-1,5,1,0
6863,1,33,1,0,3,0,0,0,0,0,0,3,-1,3,-1,0,0,0
6866,0,23,1,0,5,1,0,1,0,0,0,5,0,5,0,1,0,0
6872,1,57,1,0,2,0,0,2,0,0,0,2,-1,1,-1,2,0,0
6877,0,35,1,0,2,0,0,2,-1,0,0,2,-1,1,-1,2,0,0
6888,0,36,1,0,6,0,0,0,0,0,0,6,0,2,-1,0,0,0
6893,1,25,1,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0
6894,1,29,1,0,5,0,0,2,-1,0,0,5,0,3,-1,2,0,0
6898,1,62,1,0,1,0,0,4,0,0,0,1,-1,1,-1,4,0,0
6901,0,23,1,0,7,0,0,0,0,0,0,7,0,4,-1,0,0,0
6904,0,23,1,0,4,0,0,1,-1,0,0,4,-1,4,-1,1,0,0
6912,0,61,1,0,6,0,0,1,-79,0,0,6,0,3,-1,1,0,0
6916,1,23,1,0,6,0,0,1,-1,0,0,6,0,5,0,1,0,0
6920,1,38,1,0,6,1,0,10,-1,0,0,6,0,2,-1,10,0,0
6921,1,42,1,0,1,0,0,1,-1,0,0,1,-1,1,-1,1,0,0
6923,1,31,1,0,3,0,0,0,-1,0,0,3,-1,2,-1,0,0,0
6931,1,31,1,0,2,0,0,0,-1,0,0,2,-1,2,-1,0,0,0
6934,0,33,1,0,3,0,0,0,0,0,0,3,-1,2,-1,0,0,0
6948,1,30,1,0,5,0,0,0,0,0,0,5,0,3,-1,0,0,0
6952,1,21,1,0,5,0,0,0,-1,0,0,5,0,6,0,0,0,0
6960,0,31,1,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
6983,1,52,1,0,1,0,0,4,-5,0,0,1,-1,1,-1,4,0,0
6990,1,54,1,0,6,0,0,3,-66,0,0,6,0,2,-1,3,0,0
6999,1,22,1,0,4,0,0,0,0,0,0,4,-1,4,-1,0,0,0
7005,1,32,1,0,8,0,0,2,0,0,0,8,1,8,1,2,0,0
7007,0,34,1,0,3,0,0,6,-1,0,0,3,-1,2,-1,6,0,0
7011,1,51,1,0,5,0,0,8,-1,0,0,5,0,1,-1,8,0,0
7012,1,28,1,0,2,0,0,0,-1,0,0,2,-1,3,-1,0,0,0
7026,1,35,1,0,4,0,0,7,-1,0,0,4,-1,3,-1,7,0,0
7033,1,22,1,0,7,0,0,2,0,1,0,7,0,6,0,2,0,0
7043,1,26,1,0,3,0,0,0,-1,0,0,3,-1,3,-1,0,0,0
7044,1,25,1,0,5,0,0,1,0,0,0,5,0,6,0,1,0,0
7051,1,56,1,0,1,0,0,1,-1,0,0,1,-1,1,-1,1,0,0
7053,1,36,1,0,4,0,0,0,-1,0,0,4,-1,3,-1,0,0,0
7058,1,22,1,0,6,1,0,1,0,0,0,6,0,9,1,1,0,0
7060,0,35,1,2,8,0,0,9,-1,0,0,8,1,7,0,9,0,0
7070,1,22,1,0,6,0,0,2,-64,0,0,6,0,7,0,2,0,0
7093,1,22,1,0,3,0,0,1,-66,0,0,3,-1,5,0,1,0,0
7097,1,25,1,2,10,3,0,8,-230,0,0,10,1,9,1,8,0,0
7099,1,34,1,0,2,0,0,2,-1,0,0,2,-1,1,-1,2,0,0
7116,1,32,1,0,8,0,0,9,-1,1,0,8,1,8,1,9,1,0
7119,1,23,1,0,5,0,0,3,0,0,0,5,0,6,0,3,0,0
7125,0,29,1,0,7,0,0,5,0,1,0,7,0,3,-1,5,1,0
7139,0,37,1,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
7143,1,57,1,0,1,0,0,1,-1,0,0,1,-1,1,-1,1,0,0
7144,1,34,1,0,9,0,0,3,-1,0,0,9,1,7,0,3,0,0
7153,1,21,1,0,4,0,0,0,-1,0,0,4,-1,6,0,0,0,0
7156,1,48,1,0,3,0,0,4,-1,0,0,3,-1,3,-1,4,0,0
7166,0,33,1,0,5,0,0,1,-3,0,0,5,0,2,-1,1,0,0
7167,0,40,1,0,5,0,0,2,-1,0,0,5,0,1,-1,2,0,0
7175,0,23,1,0,8,0,0,3,-37,1,0,8,1,7,0,3,0,0
7183,1,38,1,1,8,0,4,14,0,0,0,8,1,4,-1,14,0,0
7188,1,25,1,0,4,0,0,1,0,0,0,4,-1,3,-1,1,0,0
7196,1,53,1,0,2,0,0,6,-1,1,0,2,-1,2,-1,6,1,0
7199,1,28,1,0,6,0,0,1,-1,0,0,6,0,4,-1,1,0,0
7200,1,21,1,0,6,0,0,1,-1,0,0,6,0,7,0,1,0,0
7202,1,32,1,0,10,0,0,2,0,0,0,10,1,10,1,2,0,0
7203,1,56,1,0,1,0,0,0,-1,0,0,1,-1,2,-1,0,0,0
7210,1,27,1,0,8,0,0,1,-1,0,0,8,1,9,1,1,0,0
7218,1,31,1,0,4,0,0,0,0,0,0,4,-1,2,-1,0,0,0
7219,1,32,1,0,4,0,0,3,-1,0,0,4,-1,5,0,3,0,0
7223,1,46,1,0,1,0,0,3,-1,0,0,1,-1,1,-1,3,0,0
7231,1,37,1,0,7,0,0,3,-1,0,0,7,0,3,-1,3,0,0
7240,1,33,1,0,3,0,0,4,-1,0,0,3,-1,1,-1,4,0,0
7242,0,22,1,0,4,0,0,0,-1,0,0,4,-1,5,0,0,0,0
7249,0,26,1,0,7,0,0,1,0,0,0,7,0,6,0,1,0,0
7250,1,56,1,0,4,0,0,9,0,0,0,4,-1,2,-1,9,0,0
7265,1,64,1,0,6,0,0,13,-28,0,0,6,0,2,-1,13,0,0
7268,1,35,1,0,6,0,0,29,-101,0,0,6,0,8,1,29,0,0
7272,1,56,1,0,5,0,0,16,-1,0,0,5,0,2,-1,16,0,0
7283,0,25,1,0,10,0,0,3,-23,0,0,10,1,8,1,3,0,0
7291,1,31,1,0,7,0,0,2,0,0,0,7,0,4,-1,2,0,0
7292,0,35,1,0,8,0,0,13,0,0,0,8,1,5,0,13,0,0
7293,1,34,1,0,8,6,1,19,-1,0,0,8,1,4,-1,19,0,0
7298,0,42,1,0,2,0,0,1,-1,0,0,2,-1,1,-1,1,0,0
7317,1,27,1,0,7,0,0,2,-1,0,0,7,0,6,0,2,0,0
7318,1,25,1,0,3,0,0,3,0,0,0,3,-1,3,-1,3,0,0
7321,1,27,1,0,5,0,0,0,-1,0,0,5,0,6,0,0,0,0
7326,1,24,1,0,8,0,0,3,-1,1,0,8,1,7,0,3,0,0
7327,1,39,1,0,1,0,0,0,-1,1,1,1,-1,1,-1,0,1,0
7347,0,25,1,0,7,0,0,0,-1,0,0,7,0,5,0,0,0,0
7348,1,38,1,0,2,0,0,0,0,0,0,2,-1,1,-1,0,0,0
7368,0,34,1,0,9,0,0,1,148,0,0,9,1,7,0,1,0,0
7370,1,57,1,0,7,0,0,8,-1,1,1,7,0,5,0,8,1,0
7381,0,43,1,0,6,0,0,0,0,0,0,6,0,1,-1,0,0,0
7384,1,23,1,0,7,0,0,1,0,0,0,7,0,7,0,1,0,0
7392,1,51,1,0,3,0,0,2,-1,0,0,3,-1,1,-1,2,0,0
7400,0,30,1,0,3,0,0,2,-1,0,0,3,-1,2,-1,2,0,0
7411,1,30,1,0,9,0,0,5,-1,1,0,9,1,8,1,5,0,0
7419,1,21,1,0,7,0,0,1,0,0,0,7,0,7,0,1,0,0
7422,1,22,1,0,4,0,0,1,0,0,0,4,-1,6,0,1,0,0
7424,1,36,1,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
7425,1,24,1,0,2,0,0,0,-1,0,0,2,-1,3,-1,0,0,0
7426,1,26,1,0,6,1,0,5,-1,0,0,6,0,7,0,5,0,0
7427,1,27,1,0,8,0,0,8,0,1,0,8,1,7,0,8,0,0
7434,1,24,1,0,4,0,0,1,-163,0,0,4,-1,5,0,1,0,0
7435,0,29,1,0,4,0,0,0,-3,0,0,4,-1,2,-1,0,0,0
7440,1,34,1,1,6,0,0,5,0,0,0,6,0,2,-1,5,0,0
7443,0,29,1,0,2,0,0,1,-1,0,0,2,-1,2,-1,1,0,0
7444,1,24,1,0,5,0,0,1,0,1,0,5,0,5,0,1,1,0
7447,0,24,1,0,7,0,0,0,-1,1,0,7,0,5,0,0,1,0
7448,0,31,1,0,3,0,0,0,0,0,0,3,-1,1,-1,0,0,0
7455,1,22,1,0,7,0,0,0,-1,0,0,7,0,7,0,0,0,0
7476,1,68,1,0,4,0,0,6,-1,0,0,4,-1,1,-1,6,0,0
7477,1,23,1,0,8,0,0,1,0,0,0,8,1,5,0,1,0,0
7490,0,31,1,0,5,0,0,1,-1,0,0,5,0,3,-1,1,0,0
7500,0,25,1,0,3,0,0,1,-13,0,0,3,-1,4,-1,1,0,0
7503,1,25,1,0,2,0,0,1,-1,0,0,2,-1,3,-1,1,0,0
7510,1,33,1,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
7517,0,41,1,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
7519,1,30,1,0,5,0,0,1,-1,0,0,5,0,2,-1,1,0,0
7530,0,43,1,0,9,0,1,9,-1,0,0,9,1,7,0,9,0,0
7538,0,49,1,0,1,0,0,1,0,0,0,1,-1,1,-1,1,0,0
7548,1,37,1,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
7562,1,26,1,0,6,0,0,1,-1,0,0,6,0,6,0,1,0,0
7567,0,30,1,0,6,0,0,3,-51,0,0,6,0,5,0,3,0,0
7568,0,20,1,0,5,3,0,3,0,1,0,5,0,7,0,3,1,0
7570,1,44,1,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
7571,1,31,1,0,2,0,0,0,0,0,0,2,-1,2,-1,0,0,0
7578,0,43,1,0,2,0,0,2,-17,0,0,2,-1,1,-1,2,0,0
7596,1,29,1,3,2,0,0,6,-26,0,0,2,-1,2,-1,6,0,0
7607,0,23,1,0,3,0,0,1,-1,0,0,3,-1,4,-1,1,0,0
7615,1,34,1,0,1,0,0,0,0,0,0,1,-1,2,-1,0,0,0
7620,1,54,1,0,3,0,0,1,-1,0,0,3,-1,1,-1,1,0,0
7634,1,36,1,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
7636,0,38,1,0,2,0,0,0,-1,0,0,2,-1,1,-1,0,0,0
7639,1,32,1,0,3,0,0,0,0,0,0,3,-1,2,-1,0,0,0
7642,1,46,1,0,7,0,0,18,-114,1,0,7,0,3,-1,18,1,0
7644,1,21,1,0,8,0,0,4,-1,0,0,8,1,6,0,4,0,0
7647,1,68,1,0,4,0,0,2,0,0,0,4,-1,2,-1,2,0,0
7648,1,24,1,0,3,0,0,0,-1,0,0,3,-1,4,-1,0,0,0
7654,1,41,1,0,4,0,0,1,-1,0,0,4,-1,3,-1,1,0,0
7660,1,23,1,0,2,0,0,0,-1,0,0,2,-1,4,-1,0,0,0
7669,1,43,1,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
7673,1,60,1,0,1,0,0,1,-1,0,0,1,-1,1,-1,1,0,0
7682,0,26,1,0,8,0,0,1,-140,0,0,8,1,9,1,1,0,0
7688,1,37,1,0,8,0,0,0,-1,0,0,8,1,7,0,0,0,0
7694,1,52,1,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
7697,1,29,1,0,2,0,0,0,-1,0,0,2,-1,2,-1,0,0,0
7704,1,29,1,0,7,0,0,0,0,0,0,7,0,7,0,0,0,0
7711,1,20,1,0,3,0,0,0,-1,0,0,3,-1,6,0,0,0,0
7712,1,23,1,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0
7725,1,77,1,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
7736,1,34,1,0,3,0,0,2,-12,1,0,3,-1,2,-1,2,1,0
7740,1,38,1,1,6,5,0,8,0,0,0,6,0,4,-1,8,0,0
7753,1,54,1,0,1,0,0,1,-1,0,0,1,-1,1,-1,1,0,0
7763,1,45,1,0,1,0,0,7,-1,0,0,1,-1,1,-1,7,0,0
7770,1,28,1,1,5,0,0,12,-1,0,0,5,0,5,0,12,0,0
7775,1,41,1,0,1,0,0,2,0,0,0,1,-1,1,-1,2,0,0
7786,1,28,1,0,5,0,0,2,-1,0,0,5,0,7,0,2,0,0
7792,0,25,1,0,5,0,0,4,-1,0,0,5,0,4,-1,4,0,0
7800,0,56,1,0,2,0,0,2,-47,0,0,2,-1,1,-1,2,0,0
7813,1,26,1,0,6,0,0,7,-1,0,0,6,0,6,0,7,0,0
7834,1,33,1,0,2,0,0,1,-17,0,0,2,-1,1,-1,1,0,0
7842,1,51,1,0,1,0,0,4,-28,0,0,1,-1,2,-1,4,0,0
7864,0,40,1,0,1,0,0,2,-1,0,0,1,-1,1,-1,2,0,0
7867,1,37,1,0,3,0,0,2,-13,0,0,3,-1,2,-1,2,0,0
7868,0,37,1,0,3,0,0,0,-3,0,0,3,-1,2,-1,0,0,0
7881,1,25,1,0,3,0,0,0,-1,0,0,3,-1,5,0,0,0,0
7890,1,26,1,0,8,0,0,6,0,0,0,8,1,6,0,6,0,0
7894,1,20,1,0,8,0,0,0,-1,0,0,8,1,8,1,0,0,0
7898,1,35,1,0,3,0,0,2,-1,0,0,3,-1,2,-1,2,0,0
7903,0,52,1,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
7904,0,33,1,0,9,0,0,0,-1,0,0,9,1,6,0,0,0,0
7909,1,67,1,0,4,0,0,8,-1,0,0,4,-1,2,-1,8,0,0
7910,1,31,1,0,4,0,0,7,-1,0,0,4,-1,2,-1,7,0,0
7913,1,30,1,0,8,0,0,4,-1,0,0,8,1,4,-1,4,0,0
7915,1,25,1,0,2,0,0,0,0,0,0,2,-1,3,-1,0,0,0
7916,1,25,1,0,7,0,0,0,0,0,0,7,0,5,0,0,0,0
7917,1,47,1,0,8,0,0,17,-55,0,0,8,1,2,-1,17,0,0
7920,1,22,1,0,4,0,0,0,0,0,0,4,-1,5,0,0,0,0
7922,1,37,1,0,6,0,0,8,0,0,0,6,0,4,-1,8,0,0
7929,0,42,1,0,1,0,0,1,-49,0,0,1,-1,1,-1,1,0,0
7931,1,30,1,0,2,0,0,4,-1,0,0,2,-1,2,-1,4,0,0
7932,1,34,1,0,2,0,0,1,-3,0,0,2,-1,2,-1,1,0,0
7948,1,27,1,0,6,0,0,0,-1,0,0,6,0,7,0,0,0,0
7952,1,31,1,0,6,0,0,1,650,0,0,6,0,6,0,1,0,0
7962,0,41,1,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
7964,1,33,1,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
7973,1,25,1,0,6,0,0,0,-1,0,0,6,0,5,0,0,0,0
7977,1,21,1,0,9,0,0,0,-1,0,0,9,1,9,1,0,0,0
7983,1,24,1,0,4,0,0,2,-1,0,0,4,-1,7,0,2,0,0
7985,1,35,1,0,4,0,0,0,-1,0,0,4,-1,3,-1,0,0,0
7991,1,34,1,2,7,1,0,5,264,0,0,7,0,2,-1,5,0,0
8002,1,46,1,0,7,0,0,2,-17,0,0,7,0,6,0,2,0,0
8007,1,25,1,0,9,0,0,2,0,0,0,9,1,9,1,2,0,0
8008,1,27,1,0,5,0,0,1,-1,0,0,5,0,2,-1,1,0,0
8023,1,41,1,0,3,0,0,7,-2,1,0,3,-1,2,-1,7,1,0
8038,0,67,1,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
8040,1,25,1,0,3,0,0,0,-1,0,0,3,-1,4,-1,0,0,0
8047,1,23,1,0,2,1,0,2,-1,0,0,2,-1,4,-1,2,0,0
8054,1,53,1,0,4,0,0,5,-1,0,0,4,-1,1,-1,5,0,0
8056,1,36,1,0,1,0,0,1,0,0,0,1,-1,1,-1,1,0,0
8075,1,25,1,0,3,0,0,1,188,0,0,3,-1,4,-1,1,0,0
8077,1,26,1,0,3,0,0,2,0,0,0,3,-1,4,-1,2,0,0
8093,0,36,1,0,5,0,0,1,0,0,0,5,0,1,-1,1,0,0
8098,0,21,1,0,5,0,0,0,-1,0,0,5,0,6,0,0,0,0
8104,0,42,1,0,6,0,0,16,-1,0,0,6,0,2,-1,16,0,0
8112,0,55,1,0,1,0,0,1,-1,0,0,1,-1,1,-1,1,0,0
8118,1,34,1,0,6,0,0,4,0,0,0,6,0,6,0,4,0,0
8119,1,27,1,0,5,0,0,2,-1,1,0,5,0,3,-1,2,1,0
8120,1,37,1,3,10,0,0,12,-1,0,0,10,1,9,1,12,0,0
8121,1,40,1,0,1,0,0,1,-65,0,0,1,-1,1,-1,1,0,0
8130,1,50,1,0,1,0,0,1,-1,0,0,1,-1,1,-1,1,0,0
8132,1,22,1,0,5,1,2,1,-1,0,0,5,0,7,0,1,0,0
8137,1,34,1,0,1,0,0,1,0,0,0,1,-1,2,-1,1,0,0
8138,1,56,1,0,1,0,0,1,98,0,0,1,-1,2,-1,1,0,0
8146,1,30,1,0,9,0,0,1,0,0,0,9,1,7,0,1,0,0
8150,0,27,1,0,5,0,0,2,0,0,0,5,0,4,-1,2,0,0
8154,1,23,1,0,8,0,0,1,0,0,0,8,1,8,1,1,0,0
8161,0,20,1,0,5,0,0,0,-1,0,0,5,0,7,0,0,0,0
8164,1,30,1,0,3,0,0,5,-1,0,0,3,-1,2,-1,5,0,0
8169,1,25,1,0,3,0,0,0,-1,0,0,3,-1,5,0,0,0,0
8174,1,27,1,0,2,0,0,1,-1,1,0,2,-1,3,-1,1,0,0
8182,1,24,1,0,7,0,0,1,0,0,0,7,0,9,1,1,0,0
8191,1,21,1,0,4,0,0,0,-1,0,0,4,-1,6,0,0,0,0
8195,1,37,1,0,9,0,0,17,-1,0,0,9,1,3,-1,17,0,0
8204,1,45,1,1,7,0,0,16,-1,0,0,7,0,2,-1,16,0,0
8210,0,29,1,0,3,0,0,1,-40,0,0,3,-1,2,-1,1,0,0
8216,1,27,1,0,3,0,0,3,-1,0,0,3,-1,3,-1,3,0,0
8231,1,28,1,0,1,0,0,6,-1,0,0,1,-1,2,-1,6,0,0
8239,1,28,1,0,10,0,1,7,-1,0,0,10,1,6,0,7,0,0
8240,0,36,1,0,2,0,0,1,-1,0,0,2,-1,1,-1,1,0,0
8247,1,23,1,0,2,0,0,1,-2,0,0,2,-1,4,-1,1,0,0
8253,1,29,1,0,3,0,0,0,-1,0,0,3,-1,5,0,0,0,0
8257,1,34,1,0,7,0,0,8,-1,1,0,7,0,3,-1,8,0,0
8259,1,58,1,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
8261,1,23,1,0,8,0,0,1,0,0,0,8,1,9,1,1,0,0
8263,1,61,1,0,2,0,0,9,253,0,0,2,-1,2,-1,9,0,0
8265,1,44,1,0,3,0,0,0,-1,0,0,3,-1,3,-1,0,0,0
8266,1,26,1,0,7,0,0,3,1057,1,0,7,0,4,-1,3,1,0
8280,1,35,1,0,6,0,0,8,-1,0,0,6,0,4,-1,8,0,0
8288,1,37,1,0,5,0,0,8,-1,1,0,5,0,2,-1,8,1,0
8291,1,59,1,0,1,0,0,4,-66,0,0,1,-1,1,-1,4,0,0
8299,1,27,1,0,4,0,0,2,-1,0,0,4,-1,3,-1,2,0,0
8303,1,24,1,0,4,0,0,1,216,0,0,4,-1,4,-1,1,0,0
8307,0,53,1,0,6,0,0,5,-1,0,0,6,0,4,-1,5,0,0
8309,1,26,1,0,5,1,0,6,-8,0,0,5,0,4,-1,6,0,0
8312,1,30,1,0,6,0,0,0,0,0,0,6,0,5,0,0,0,0
8314,1,26,1,0,9,0,0,4,-1,1,0,9,1,7,0,4,0,0
8318,1,54,1,0,1,0,0,4,-1,0,0,1,-1,1,-1,4,0,0
8349,1,31,1,0,1,0,0,2,-1,0,0,1,-1,2,-1,2,0,0
8355,1,28,1,0,4,0,0,2,-1,0,0,4,-1,4,-1,2,0,0
8358,0,21,1,0,6,0,0,0,-1,0,0,6,0,7,0,0,0,0
8361,1,37,1,0,7,0,0,7,-1,0,0,7,0,3,-1,7,0,0
8365,1,24,1,0,3,0,0,0,-1,0,0,3,-1,4,-1,0,0,0
8381,1,35,1,0,4,0,0,1,0,0,0,4,-1,4,-1,1,0,0
8384,0,39,1,0,3,0,0,3,0,0,0,3,-1,3,-1,3,0,0
8386,1,24,1,0,5,0,0,0,-1,0,0,5,0,5,0,0,0,0
8405,1,40,1,0,4,0,0,2,-1,0,0,4,-1,1,-1,2,0,0
8411,1,25,1,0,6,0,0,7,-1,0,0,6,0,4,-1,7,0,0
8416,0,24,1,0,3,0,0,0,-2,0,0,3,-1,3,-1,0,0,0
8419,1,44,1,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
8421,0,23,1,0,7,0,0,0,0,0,0,7,0,5,0,0,0,0
8423,1,27,1,0,2,0,1,0,0,0,0,2,-1,3,-1,0,0,0
8435,1,24,1,0,2,0,0,1,-1,0,0,2,-1,3,-1,1,0,0
8437,1,42,1,0,1,0,0,7,-1,0,0,1,-1,1,-1,7,0,0
8448,1,30,1,0,3,0,0,4,326,0,0,3,-1,2,-1,4,0,0
8456,1,37,1,0,3,0,0,3,-1,0,0,3,-1,2,-1,3,0,0
8457,1,25,1,0,2,0,0,1,0,0,0,2,-1,3,-1,1,0,0
8463,1,23,1,0,5,0,0,0,-1,0,0,5,0,8,1,0,0,0
8465,1,21,1,0,4,0,0,0,0,0,0,4,-1,8,1,0,0,0
8468,1,35,1,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
8477,1,25,1,0,4,0,0,2,-1,0,0,4,-1,4,-1,2,0,0
8482,1,50,1,0,9,0,0,9,0,0,0,9,1,7,0,9,0,0
8483,0,30,1,0,5,0,0,4,-1,0,0,5,0,2,-1,4,0,0
8488,1,37,1,0,5,0,0,8,-1,0,0,5,0,5,0,8,0,0
8503,1,30,1,0,2,0,0,1,-1,0,0,2,-1,3,-1,1,0,0
8508,1,29,1,0,2,0,0,0,0,0,0,2,-1,3,-1,0,0,0
8515,0,36,1,0,2,0,0,1,-1,0,0,2,-1,1,-1,1,0,0
8524,1,29,1,0,5,0,0,4,-1,1,0,5,0,6,0,4,1,0
8526,0,26,1,0,9,0,0,0,-6,0,0,9,1,7,0,0,0,0
8528,1,32,1,0,2,0,0,1,-1,0,0,2,-1,2,-1,1,0,0
8532,1,30,1,0,2,0,0,1,-1,0,0,2,-1,2,-1,1,0,0
8533,1,25,1,0,5,0,0,0,-1,0,0,5,0,4,-1,0,0,0
8539,1,24,1,0,6,0,0,5,0,0,0,6,0,4,-1,5,0,0
8572,1,26,1,0,5,0,0,2,-26,0,0,5,0,5,0,2,0,0
8575,1,34,1,0,2,0,0,1,-1,0,0,2,-1,2,-1,1,0,0
8579,1,45,1,0,1,0,0,1,-1,0,0,1,-1,3,-1,1,0,0
8580,1,28,1,0,9,0,0,3,264,0,0,9,1,7,0,3,0,0
8586,1,52,1,0,1,0,0,2,-1,0,0,1,-1,1,-1,2,0,0
8597,1,32,1,0,10,0,0,2,-58,0,0,10,1,7,0,2,0,0
8604,0,22,1,0,6,0,0,0,0,0,0,6,0,7,0,0,0,0
8605,1,35,1,0,3,0,0,6,-1,0,0,3,-1,3,-1,6,0,0
8608,1,35,1,0,6,0,0,1,-1,1,1,6,0,5,0,1,1,0
8609,1,25,1,0,6,0,0,2,-1,0,0,6,0,4,-1,2,0,0
8617,1,30,1,0,5,0,0,3,-1,0,0,5,0,3,-1,3,0,0
8621,1,34,1,0,2,0,0,1,-1,0,0,2,-1,2,-1,1,0,0
8625,1,23,1,0,2,0,0,0,-1,0,0,2,-1,3,-1,0,0,0
8627,1,31,1,0,4,0,0,0,-1,0,0,4,-1,4,-1,0,0,0
8634,1,44,1,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
8635,1,52,1,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
8639,0,21,1,0,6,1,0,2,-12,1,0,6,0,7,0,2,1,0
8644,0,41,1,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
8647,0,34,1,0,3,0,0,5,-1,1,0,3,-1,3,-1,5,0,0
8652,1,30,1,0,1,0,0,1,-1,0,0,1,-1,2,-1,1,0,0
8656,0,22,1,0,6,1,0,1,294,0,0,6,0,6,0,1,0,0
8659,1,53,1,0,2,0,0,5,0,0,0,2,-1,1,-1,5,0,0
8672,0,26,1,0,5,0,0,1,-1,0,0,5,0,4,-1,1,0,0
8674,1,32,1,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
8676,1,35,1,0,3,0,0,0,-2,0,0,3,-1,4,-1,0,0,0
8679,1,27,1,0,3,0,0,2,-1,0,0,3,-1,2,-1,2,0,0
8684,1,30,1,0,4,0,0,0,0,0,0,4,-1,3,-1,0,0,0
8685,1,41,1,0,8,0,0,19,0,1,0,8,1,2,-1,19,0,0
8707,1,31,1,0,10,0,0,0,0,1,0,10,1,4,-1,0,1,0
8708,1,44,1,0,9,0,0,12,0,0,0,9,1,4,-1,12,0,0
8710,0,34,1,0,2,0,0,1,-21,0,0,2,-1,1,-1,1,0,0
8716,1,30,1,0,1,0,0,0,-1,0,0,1,-1,2,-1,0,0,0
8717,0,43,1,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
8732,1,32,1,0,5,0,0,2,-1,0,0,5,0,4,-1,2,0,0
8733,1,30,1,0,2,0,0,1,-82,0,0,2,-1,2,-1,1,0,0
8735,1,38,1,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
8737,0,27,1,0,6,0,0,8,-23,1,0,6,0,4,-1,8,0,0
8759,0,36,1,0,2,0,0,4,-13,0,0,2,-1,1,-1,4,0,0
8764,1,27,1,0,6,0,0,2,-1,0,0,6,0,3,-1,2,0,0
8768,1,21,1,0,3,0,0,1,-22,0,0,3,-1,5,0,1,0,0
