loan_amnt,int_rate,emp_length,annual_inc,dti,delinq_2yrs,revol_util,total_acc,bad_loan,longest_credit_length,label,ownership_MORTGAGE,ownership_NONE,ownership_OTHER,ownership_OWN,ownership_RENT,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding,gender
30000,7.62,10.0,109000.0,10.97,0.0,2.5,28.0,0,13.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6000,12.99,0.0,14000.0,16.72,0.0,73.9,16.0,1,7.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24375,9.67,2.0,87000.0,25.35,0.0,62.3,37.0,0,14.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18000,20.8,5.0,45000.0,25.39,0.0,62.40000000000001,17.0,0,25.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2100,8.9,2.0,74000.0,22.54,0.0,69.8,29.0,0,9.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17000,7.62,0.0,75000.0,19.72,0.0,24.4,24.0,0,13.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15000,16.77,2.0,65000.0,20.4,0.0,80.80000000000003,25.0,1,10.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25000,11.49,2.0,40000.0,4.95,0.0,6.1000000000000005,33.0,1,21.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9700,13.35,9.0,45600.0,12.89,0.0,62.40000000000001,35.0,1,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13750,14.11,6.0,105000.0,13.97,0.0,94.6,20.0,0,11.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18000,11.55,10.0,70000.0,15.82,0.0,41.8,17.0,0,7.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,18.25,1.0,25000.0,13.43,0.0,16.3,12.0,0,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5700,7.51,0.0,19000.0,24.95,0.0,65.7,20.0,1,23.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,23.63,10.0,220000.0,14.13,1.0,66.0,28.0,1,11.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10000,6.62,0.0,55000.0,16.12,0.0,29.1,15.0,0,16.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8000,13.35,0.0,130000.0,18.65,0.0,74.7,38.0,0,34.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10000,11.55,0.0,33440.0,25.16,0.0,67.0,25.0,0,17.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9000,18.67,6.0,47004.0,24.66,0.0,96.9,21.0,0,18.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20000,22.700000000000006,2.0,50000.0,27.24,0.0,65.4,36.0,0,12.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28000,17.27,0.0,75000.0,19.200000000000006,0.0,58.3,26.0,0,14.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11000,6.03,10.0,75000.0,15.39,0.0,9.6,26.0,0,21.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3000,15.31,3.0,60000.0,18.31,2.0,88.10000000000002,19.0,0,8.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9000,12.49,8.0,168586.0,24.59,0.0,76.3,37.0,0,28.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2800,11.86,2.0,50000.0,17.16,0.0,75.2,23.0,0,8.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7000,12.98,3.0,60000.0,19.8,0.0,82.80000000000003,26.0,1,15.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
20000,11.14,2.0,250000.0,14.48,0.0,44.7,46.0,1,18.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8325,15.31,9.0,32000.0,29.78,0.0,68.60000000000001,17.0,1,9.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8000,15.88,3.0,65000.0,19.38,0.0,59.5,23.0,1,7.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20000,8.9,0.0,60000.0,1.44,0.0,5.300000000000002,7.0,1,18.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10000,8.49,2.0,86748.0,10.76,0.0,0.2,10.0,0,18.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,20.5,1.0,50000.0,22.08,0.0,87.60000000000002,14.0,0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
11600,6.91,1.0,70000.0,22.75,0.0,69.8,26.0,0,11.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12800,13.67,0.0,53000.0,29.03,0.0,73.10000000000002,12.0,1,12.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13000,15.1,7.0,49000.0,17.59,0.0,90.2,17.0,0,9.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15000,10.74,10.0,56000.0,5.2700000000000005,0.0,76.10000000000002,12.0,0,11.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21000,11.99,6.0,78000.0,14.35,0.0,29.700000000000006,17.0,1,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13000,15.88,10.0,73000.0,4.18,3.0,90.3,17.0,0,16.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20000,14.99,10.0,92000.0,22.84,0.0,40.7,42.0,0,26.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4000,13.98,4.0,70000.0,24.12,0.0,73.9,22.0,0,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10000,9.63,10.0,66000.0,3.35,0.0,17.7,33.0,0,19.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8400,14.5,1.0,50000.0,16.68,0.0,94.3,20.0,0,10.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3000,8.94,2.0,175000.0,17.22,0.0,56.0,33.0,0,19.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7000,14.11,10.0,50000.0,21.67,0.0,95.4,21.0,1,17.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18000,11.83,10.0,71820.0,19.31,0.0,21.1,19.0,0,10.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6000,15.31,2.0,45000.0,29.79,0.0,58.6,14.0,0,10.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10000,10.99,10.0,54000.0,16.29,0.0,69.0,11.0,0,7.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14400,9.63,10.0,63996.0,16.78,0.0,14.9,31.0,0,13.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13000,5.99,6.0,42000.0,6.6000000000000005,0.0,26.3,22.0,1,31.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17625,12.35,4.0,55000.0,22.76,1.0,37.9,23.0,1,15.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20000,11.55,10.0,120000.0,6.18,0.0,54.1,16.0,1,15.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18000,13.11,7.0,95000.0,13.53,0.0,58.6,20.0,0,19.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10000,10.15,10.0,56000.0,32.6,0.0,15.9,40.0,1,12.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2500,6.99,0.0,220000.0,3.13,0.0,57.6,18.0,0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8000,13.98,9.0,79000.0,24.05,0.0,64.60000000000001,25.0,0,17.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5000,9.99,0.0,27982.0,8.02,0.0,29.6,30.0,0,23.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14000,12.99,3.0,108000.0,12.72,0.0,62.90000000000001,22.0,0,17.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24000,14.16,10.0,109000.0,20.39,0.0,80.7,29.0,0,14.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30000,25.89,8.0,125000.0,11.75,0.0,41.8,35.0,0,6.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,14.64,10.0,44000.0,27.66,0.0,39.1,26.0,0,14.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13000,11.99,0.0,55000.0,10.54,0.0,62.0,41.0,0,12.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8000,13.98,3.0,62000.0,23.04,0.0,85.60000000000002,27.0,1,22.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,15.31,6.0,61000.0,13.99,0.0,51.3,22.0,0,15.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,10.99,1.0,70000.0,17.04,0.0,25.3,22.0,0,7.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
24000,12.99,0.0,74000.0,19.16,0.0,41.2,40.0,0,8.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13050,14.59,5.0,140000.0,11.07,0.0,82.2,18.0,0,16.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32000,21.0,9.0,72500.0,24.53,0.0,37.0,33.0,1,16.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6000,12.12,10.0,56000.0,20.96,0.0,64.7,19.0,0,18.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18000,15.8,10.0,40000.0,16.5,1.0,85.2,25.0,0,20.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20950,22.45,2.0,82000.0,24.73,0.0,68.60000000000001,45.0,1,9.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6400,12.12,3.0,24000.0,14.0,0.0,33.800000000000004,18.0,1,11.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,22.45,10.0,45700.0,18.96,2.0,26.3,32.0,0,15.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2700,12.49,10.0,43000.0,13.9,0.0,28.8,31.0,0,14.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12000,7.51,4.0,45000.0,14.43,0.0,61.90000000000001,31.0,0,12.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12000,14.09,4.0,60000.0,21.56,0.0,49.1,41.0,0,15.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8400,10.99,4.0,69000.0,2.5,1.0,41.5,5.0,0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18000,6.99,10.0,110000.0,17.16,0.0,1.6,36.0,0,21.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14000,13.49,10.0,69996.0,21.64,0.0,81.0,28.0,0,11.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12425,13.11,7.0,45000.0,15.01,0.0,62.5,30.0,1,15.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22000,15.88,10.0,50000.0,13.48,0.0,26.9,29.0,0,26.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8500,17.19,0.0,24468.0,15.11,0.0,89.4,5.0,1,11.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35000,21.97,10.0,70000.0,10.81,0.0,64.3,17.0,0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29250,25.8,9.0,112200.0,32.660000000000004,1.0,65.9,46.0,1,21.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6000,8.49,10.0,100000.0,8.950000000000003,0.0,62.1,51.0,0,15.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35000,20.99,2.0,169800.0,10.85,0.0,59.2,20.0,0,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3600,13.49,10.0,120000.0,8.81,0.0,83.80000000000003,16.0,0,12.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4000,12.99,10.0,55000.0,20.12,0.0,52.1,21.0,0,12.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4725,11.99,4.0,45000.0,22.93,1.0,37.8,19.0,0,14.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5000,19.05,0.0,45000.0,10.99,0.0,100.0,15.0,0,19.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12000,15.31,1.0,60000.0,17.1,0.0,82.30000000000003,22.0,0,12.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8000,13.49,0.0,86400.0,14.08,0.0,77.5,23.0,0,12.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9000,17.77,3.0,53000.0,7.1400000000000015,0.0,40.7,14.0,1,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
12000,13.11,10.0,50000.0,24.94,0.0,43.1,38.0,0,16.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
35000,12.99,4.0,104000.0,14.5,0.0,59.7,23.0,0,35.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11500,10.16,5.0,48000.0,18.65,0.0,30.6,26.0,0,9.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10000,16.77,3.0,49000.0,20.4,1.0,82.10000000000002,24.0,0,11.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6000,9.49,8.0,98000.0,25.47,0.0,70.3,29.0,0,16.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,13.67,10.0,185000.0,10.32,0.0,32.7,32.0,0,12.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9000,10.99,10.0,85000.0,15.6,0.0,41.7,38.0,0,11.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32000,15.1,10.0,73210.0,23.15,0.0,93.5,20.0,0,15.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6000,10.74,1.0,14000.0,10.97,0.0,13.8,10.0,0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
28775,18.99,10.0,80000.0,5.49,3.0,34.7,27.0,0,12.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25000,16.0,5.0,174000.0,15.43,0.0,65.7,48.0,0,15.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7000,15.22,10.0,60000.0,8.16,0.0,61.8,30.0,1,13.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16000,21.700000000000006,5.0,60000.0,32.6,1.0,78.0,21.0,0,20.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35000,12.12,9.0,86000.0,13.31,0.0,40.5,24.0,0,23.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5000,7.9,5.0,62000.0,8.34,0.0,41.6,15.0,0,11.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10000,7.62,7.0,80000.0,27.95,0.0,21.4,52.0,0,12.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16000,6.03,3.0,100000.0,3.68,0.0,24.6,34.0,0,11.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20000,6.62,10.0,106000.0,7.83,0.0,65.0,34.0,0,13.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35000,21.98,10.0,85000.0,16.88,0.0,49.2,28.0,1,19.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8000,15.61,2.0,25000.0,7.44,0.0,50.2,21.0,0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20000,13.49,3.0,81000.0,18.47,0.0,70.7,16.0,0,10.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15000,12.99,10.0,120000.0,14.03,0.0,39.8,48.0,0,15.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14225,16.990000000000002,3.0,130000.0,0.41,1.0,1.3,10.0,0,6.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35000,21.0,8.0,94000.0,22.200000000000006,0.0,77.5,20.0,0,23.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14075,9.91,8.0,57468.0,22.53,0.0,68.10000000000001,33.0,0,14.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5000,11.14,6.0,36732.0,18.33,0.0,15.4,17.0,0,10.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35000,16.2,10.0,130000.0,15.7,0.0,89.2,29.0,0,19.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11500,16.990000000000002,2.0,34000.0,15.88,0.0,7.9,31.0,0,20.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4700,7.62,10.0,55000.0,17.56,0.0,64.7,24.0,0,17.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6800,15.8,3.0,50000.0,26.4,0.0,79.2,24.0,0,11.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18775,11.55,10.0,70500.0,21.56,0.0,88.80000000000003,32.0,0,18.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5700,14.16,9.0,37000.0,25.36,0.0,63.7,35.0,0,13.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27000,15.61,10.0,95000.0,18.29,0.0,96.7,19.0,0,16.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5500,16.82,0.0,28000.0,21.6,0.0,87.10000000000002,13.0,0,9.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20000,18.25,2.0,54000.0,17.71,0.0,82.7,15.0,0,8.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5500,16.990000000000002,10.0,37500.0,11.42,0.0,78.10000000000002,24.0,0,15.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8700,11.99,0.0,65000.0,5.72,0.0,74.10000000000002,10.0,1,6.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3500,11.49,6.0,53000.0,18.57,1.0,32.1,28.0,0,12.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
11000,18.25,3.0,35000.0,11.42,0.0,93.8,11.0,0,11.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10000,12.99,10.0,49200.0,17.76,0.0,68.60000000000001,22.0,0,13.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2650,7.9,7.0,67800.0,13.22,0.0,53.1,27.0,0,25.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20000,19.22,10.0,95000.0,17.19,0.0,88.60000000000002,19.0,1,21.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20175,16.990000000000002,0.0,75000.0,25.46,0.0,93.7,30.0,0,32.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23500,13.98,10.0,77000.0,13.58,0.0,30.5,20.0,1,11.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8000,11.14,4.0,75000.0,15.09,0.0,67.60000000000001,20.0,0,14.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4800,21.0,2.0,120000.0,12.14,1.0,82.9,28.0,0,20.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2800,24.5,10.0,102000.0,19.62,0.0,84.30000000000003,32.0,1,8.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30000,13.35,10.0,74000.0,12.15,0.0,48.90000000000001,25.0,0,17.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8500,12.61,3.0,25000.0,18.38,0.0,30.9,32.0,0,10.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24425,13.11,10.0,72000.0,14.97,0.0,26.6,18.0,0,19.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11200,6.03,2.0,60000.0,8.45,0.0,68.5,26.0,0,32.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16000,12.39,1.0,45000.0,19.6,0.0,59.5,23.0,0,18.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25000,17.19,2.0,196000.0,2.17,0.0,23.200000000000006,28.0,0,40.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10000,10.16,2.0,70000.0,12.14,0.0,81.30000000000003,23.0,0,13.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14400,18.17,0.0,110000.0,17.16,0.0,99.4,16.0,0,10.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6000,9.76,9.0,200000.0,4.84,0.0,0.0,22.0,0,16.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13600,19.22,0.0,40000.0,12.09,0.0,43.40000000000001,26.0,0,27.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3200,14.09,0.0,45000.0,15.23,0.0,45.7,24.0,1,12.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10000,6.62,8.0,106000.0,7.15,0.0,30.0,25.0,0,22.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6500,9.67,10.0,32000.0,17.7,0.0,28.20000000000001,11.0,0,8.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10000,14.65,10.0,100000.0,0.30000000000000004,0.0,1.8,22.0,0,21.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32000,20.25,5.0,93996.0,4.32,0.0,41.8,40.0,0,21.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20675,14.33,3.0,52020.0,7.98,2.0,20.3,24.0,0,11.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32000,21.49,0.0,80000.0,21.89,0.0,82.4,17.0,1,13.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29975,18.92,6.0,349000.0,2.58,0.0,0.0,18.0,0,12.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1500,8.32,4.0,38000.0,2.53,0.0,22.1,13.0,0,8.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9600,9.71,10.0,69000.0,21.93,0.0,60.5,14.0,0,10.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5000,14.09,0.0,48000.0,25.35,0.0,66.5,20.0,0,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8000,11.86,8.0,45000.0,11.73,0.0,0.0,10.0,1,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7000,13.11,10.0,96800.0,12.37,0.0,14.5,22.0,1,12.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17000,12.35,2.0,48000.0,7.26,0.0,50.6,14.0,0,9.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24925,13.11,9.0,56000.0,15.92,1.0,34.2,34.0,0,14.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24000,19.22,0.0,50000.0,19.32,0.0,49.1,19.0,0,8.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18250,10.16,2.0,72000.0,14.49,1.0,50.2,11.0,0,4.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1600,7.88,3.0,45600.0,7.74,0.0,26.3,14.0,0,10.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
16800,6.17,4.0,97000.0,6.37,0.0,0.0,13.0,0,9.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8000,7.88,4.0,60000.0,21.76,0.0,50.40000000000001,30.0,0,14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10000,6.03,2.0,95000.0,15.83,0.0,14.4,23.0,0,18.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35000,16.240000000000002,3.0,122000.0,19.94,0.0,73.60000000000002,30.0,0,9.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7000,17.27,6.0,37000.0,14.3,0.0,71.3,10.0,1,9.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,9.71,10.0,72000.0,22.23,0.0,63.8,26.0,0,22.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11000,9.17,5.0,71000.0,14.36,0.0,47.6,62.0,0,12.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
