index,gender,num_of_prev_attempts,studied_credits,disability,A Level or Equivalent,HE Qualification,Lower Than A Level,No Formal quals,Post Graduate Qualification,0-10%,20-Oct,20-30%,30-40%,40-50%,50-60%,60-70%,70-80%,80-90%,90-100%,0-35,35-55,55<=,label
939,0,0,150,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
940,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
941,0,0,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
942,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
943,0,0,150,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
944,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
945,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
946,0,0,180,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
947,0,0,60,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
948,0,0,90,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
949,1,0,120,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
950,0,2,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
951,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
952,0,2,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
953,0,0,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
954,0,0,120,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
955,0,2,240,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
956,0,0,105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
957,0,1,90,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
958,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
959,0,0,240,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
960,0,3,150,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
961,0,0,90,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
962,0,1,120,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
963,0,1,120,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
964,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
965,0,0,90,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
966,0,0,60,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
967,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
968,0,0,60,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
969,0,0,120,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
970,1,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
971,1,0,60,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
972,0,0,60,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
973,1,0,60,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
974,0,0,180,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
975,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
976,0,1,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
977,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
978,1,1,60,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
979,0,0,120,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
980,0,2,60,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
981,0,1,120,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
982,0,1,195,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
984,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
985,0,0,120,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
986,0,2,120,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
987,0,0,60,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
988,0,2,120,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
989,0,0,60,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
990,0,1,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
991,0,0,180,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
992,0,0,60,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
993,0,2,180,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
994,0,0,90,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
995,0,0,180,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
996,0,0,120,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
997,0,0,240,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
998,1,1,120,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
999,1,1,60,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1000,0,0,180,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1001,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1002,1,1,120,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1003,0,0,240,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1004,1,1,180,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1005,0,0,120,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1006,0,0,120,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1007,0,0,60,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1008,0,1,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1009,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1010,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1011,0,2,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1012,0,0,60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1013,1,0,60,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1014,0,1,60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1015,0,1,60,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1016,1,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1017,0,1,120,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1018,0,2,120,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1019,0,1,300,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1020,0,0,60,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1021,0,1,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1022,0,1,180,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1023,1,0,60,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1024,0,0,180,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1025,0,1,120,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1026,1,0,150,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1027,0,2,150,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1028,0,0,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1029,1,0,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1030,0,0,120,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1031,0,1,105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1032,0,0,120,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1033,0,0,60,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1034,0,0,135,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1035,0,0,150,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1036,0,1,180,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1037,1,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1038,0,0,120,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1039,0,0,120,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1040,1,1,120,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1041,0,0,60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1042,0,1,180,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1043,0,0,60,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1044,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1045,0,0,120,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1046,0,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1047,0,0,60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1048,0,0,60,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1049,1,0,120,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1050,0,3,120,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1051,0,0,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1052,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1053,0,1,120,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1054,0,0,120,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1055,0,1,120,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1056,0,2,120,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1057,0,2,120,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1058,0,1,195,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1059,0,0,180,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1060,0,1,330,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1061,0,0,120,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1062,0,1,60,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1063,0,0,60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1064,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1065,0,1,120,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1066,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1067,1,2,150,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1068,0,1,60,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1069,0,1,60,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1070,0,0,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1071,0,1,150,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1072,0,1,120,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1073,0,0,120,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1074,0,0,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1075,0,0,60,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1076,0,0,60,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1077,1,0,60,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1078,0,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1079,0,1,60,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1080,1,1,120,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1081,0,0,90,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1082,0,2,120,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1083,1,0,60,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1084,0,0,120,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1085,1,0,120,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1086,0,0,60,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1087,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1088,0,0,120,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1089,0,2,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1090,1,1,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1091,1,1,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1092,0,1,60,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1093,0,1,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1094,0,1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1095,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1096,0,1,180,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1097,0,2,120,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1098,1,0,60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1099,0,0,60,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1100,0,1,60,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1101,1,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1102,0,0,60,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1103,0,2,120,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1104,0,0,180,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1105,0,1,90,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1106,0,0,60,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1107,1,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1108,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1109,0,0,90,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1110,0,1,120,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1111,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1112,1,0,120,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1113,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1114,0,1,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1115,0,0,60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1116,0,0,120,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1117,1,0,120,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1118,0,0,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1119,0,0,60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1120,0,1,120,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1121,0,2,240,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1122,1,1,75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1123,0,2,120,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1124,0,1,120,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1125,0,0,120,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1126,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1127,0,2,120,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1128,1,1,240,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1129,0,0,180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1130,1,1,180,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1131,0,0,60,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1132,0,1,60,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1133,0,2,120,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1134,0,1,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1135,0,1,270,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1136,0,0,60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1137,0,1,120,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1138,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1139,0,1,60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1140,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1142,0,0,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1143,1,0,120,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1144,0,2,120,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1145,0,0,120,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1146,0,0,60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1147,0,0,120,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1148,0,0,60,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1149,0,0,120,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1150,0,1,60,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1151,0,0,120,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1152,0,1,120,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1153,1,1,60,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1154,0,2,240,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1155,0,0,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1156,0,0,60,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1157,1,1,180,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1158,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1159,0,1,60,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1160,0,0,120,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1161,0,1,180,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1162,0,0,60,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1163,0,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1164,0,1,60,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1166,1,0,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1167,0,1,60,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1168,0,0,60,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1169,0,0,150,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1170,0,0,150,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1171,0,1,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1172,1,0,60,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1173,0,1,60,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1174,0,1,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1175,0,1,120,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1176,0,1,120,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1177,0,1,60,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1178,0,0,60,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1179,1,0,60,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1180,0,1,60,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1181,0,1,135,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1182,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1183,0,2,180,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1184,0,0,60,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1185,0,2,120,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1186,0,0,120,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1187,0,0,60,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1188,0,2,180,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1189,0,0,120,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1190,0,0,60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1191,0,1,120,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1192,0,1,60,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1193,0,0,120,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1194,0,1,120,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1195,0,0,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1196,0,1,120,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1197,0,0,180,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1198,0,1,120,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1199,1,0,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1200,0,0,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1201,1,0,120,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1202,0,0,90,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1203,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1204,1,0,60,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1205,0,1,120,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1206,0,0,60,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1207,0,1,120,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1208,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1209,0,0,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1210,0,1,120,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1211,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1212,0,1,150,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1213,0,1,180,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1214,0,1,120,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1215,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1216,0,0,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1217,1,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1218,0,0,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1219,0,0,120,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1220,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1221,0,1,120,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1222,0,1,180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1223,0,0,60,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1224,0,0,120,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1225,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
